"","X","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"17918",447129,"Warning","Policy_Violation","Suspicious",120325822,110401305,28112,29670,6,TRUE,FALSE,152979210,33.47862,"Malicious"
"17664",440363,"Warning","PolicyViolation","Anomalous",75918474,119862987,26155,27698,6,FALSE,TRUE,158850189,28.19463,"Malicious"
"2185",55377,"Warning","PolicyViolation","Suspicious",161531678,97070138,30759,45873,6,TRUE,FALSE,163435687,21.12344,"Malicious"
"7003",176102,"Warning","Policy_Violation","Suspicious",147883322,85639292,29071,40864,7,FALSE,FALSE,139314186,24.10828,"Malicious"
"18258",456117,"Warning","Policy_Violation","Anomalous",62712654,121239962,27422,32057,7,FALSE,TRUE,150682492,23.00891,"Malicious"
"8841",221484,"Warning","ThreatDetected","Anomalous",168869219,68107324,21703,38944,4,FALSE,FALSE,154588196,24.04281,"Malicious"
"10997",275640,"Informational","Policy_Violation","Suspicious",157184768,116735438,30678,29439,5,FALSE,FALSE,172448704,26.8205,"Malicious"
"6849",172378,"Warning","Policy_Violation","Anomalous",145431470,104415524,25937,31496,5,FALSE,FALSE,182243590,31.32763,"Malicious"
"8557",213624,"Warning","ThreatDetected","Anomalous",105095603,83164787,24877,39188,8,FALSE,FALSE,171388540,31.30772,"Malicious"
"15011",373798,"Warning","PolicyViolation","Anomalous",165314058,75008383,21081,41280,4,TRUE,FALSE,172009693,37.79813,"Malicious"
"11097",278181,"Warning","PolicyViolation","Anomalous",188038249,63290950,21418,29042,4,FALSE,FALSE,146084896,25.96767,"Malicious"
"1035",26058,"Warning","Policy_Violation","Anomalous",126205968,95609589,22275,42458,4,TRUE,FALSE,121911423,32.18241,"Malicious"
"2462",62454,"Warning","PolicyViolation","Anomalous",163649835,92228147,25828,30765,5,FALSE,FALSE,141901398,24.60781,"Malicious"
"5046",128527,"Warning","Policy_Violation","Anomalous",93520670,121200507,27825,21888,6,TRUE,TRUE,166314442,23.8774,"Malicious"
"12615",317114,"Warning","PolicyViolation","Suspicious",165857139,70967362,25500,29985,6,TRUE,FALSE,118344917,24.79388,"Malicious"
"15625",389162,"Warning","PolicyViolation","Anomalous",145337361,119221500,27574,37511,4,TRUE,FALSE,112192198,24.96054,"Malicious"
"21813",545316,"Warning","Policy_Violation","Suspicious",122971203,161642437,35942,37606,6,TRUE,FALSE,178830077,25.74334,"Malicious"
"20417",510604,"Alert","ThreatDetected","Anomalous",146808109,97455121,22026,37638,3,FALSE,FALSE,172597301,24.68142,"Malicious"
"12096",303545,"Warning","PolicyViolation","Anomalous",121850330,114975335,26565,34454,5,FALSE,FALSE,190005642,30.71277,"Malicious"
"14612",363228,"Warning","Policy_Violation","Suspicious",142607705,101461648,27219,36121,5,FALSE,FALSE,167032864,22.88535,"Malicious"
"11004",275782,"Informational","Policy_Violation","Anomalous",143884296,94720695,25692,29829,5,FALSE,FALSE,183167694,26.03557,"Malicious"
"16841",420690,"Warning","Policy_Violation","Anomalous",112649004,118101366,24904,44053,5,FALSE,TRUE,197807267,34.32784,"Malicious"
"1352",34124,"Warning","PolicyViolation","Suspicious",123114854,166466037,37452,35563,6,FALSE,FALSE,186319506,20.09237,"Malicious"
"18510",462395,"Warning","Policy_Violation","Anomalous",129572945,114896078,24132,36526,4,FALSE,TRUE,132858911,28.13799,"Malicious"
"21471",536354,"Warning","PolicyViolation","Suspicious",114411076,91245393,26322,33281,7,TRUE,FALSE,107343508,31.42878,"Malicious"
"12112",304095,"Warning","PolicyViolation","Anomalous",104901311,123804864,27879,41084,6,TRUE,TRUE,185293080,27.85446,"Malicious"
"15645",389496,"Warning","PolicyViolation","Suspicious",182338704,69412460,25772,28537,6,FALSE,FALSE,149051755,38.4946,"Malicious"
"20057",501181,"Warning","PolicyViolation","Anomalous",120882923,93334288,22111,31191,5,TRUE,TRUE,198267280,28.93346,"Malicious"
"17952",448149,"Warning","PolicyViolation","Anomalous",138813128,76017707,21041,37184,5,FALSE,FALSE,160388430,42.77625,"Malicious"
"11431",287053,"Warning","PolicyViolation","Suspicious",192568967,96311129,29204,18384,5,TRUE,FALSE,137875038,30.58951,"Malicious"
"14014",350085,"Warning","Policy_Violation","Anomalous",95874410,125518245,24642,NA,5,TRUE,TRUE,144995864,27.03082,"Malicious"
"21527",537906,"Warning","PolicyViolation","Suspicious",119054504,96736338,26620,31737,6,TRUE,FALSE,198150157,18.11298,"Malicious"
"18163",453849,"Warning","PolicyViolation","Anomalous",148846043,102749380,25885,48066,5,FALSE,FALSE,188515139,NA,"Malicious"
"2",21,"Warning","PolicyViolation","Anomalous",186407456,74103696,21202,35976,3,TRUE,FALSE,157381705,32.20842,"Malicious"
"2047",51821,"Warning","PolicyViolation","Suspicious",232652702,84696384,26361,30586,3,FALSE,FALSE,137170016,35.55921,"Malicious"
"6230",157294,"Warning","PolicyViolation","Anomalous",112120994,108667007,23721,33220,5,FALSE,TRUE,132344513,28.24313,"Malicious"
"13571",339323,"Warning","Policy_Violation","Anomalous",136255304,80031368,24323,32208,6,FALSE,FALSE,157413778,37.59768,"Malicious"
"16246",405633,"Warning","Policy_Violation","Critical",50504295,98735513,19468,28449,6,TRUE,TRUE,115293665,25.12761,"Malicious"
"4900",124626,"Warning","PolicyViolation","Suspicious",189935876,84294760,29119,42655,6,FALSE,FALSE,164331458,41.79234,"Malicious"
"4520",115124,"Warning","PolicyViolation","Anomalous",88714875,136609908,30617,37485,7,FALSE,TRUE,187816021,25.66196,"Malicious"
"5490",139419,"Warning","Policy_Violation","Anomalous",90844938,140096310,28529,42521,5,TRUE,TRUE,164016228,28.83152,"Malicious"
"22326",558322,"Warning","Policy_Violation","Elevated",145896627,228788241,49694,27795,5,FALSE,FALSE,161906927,30.76039,"Malicious"
"4076",104499,"Warning","NormalOperation","Suspicious",142000424,99029581,31037,20254,7,FALSE,FALSE,156983537,29.28795,"Malicious"
"14450",359812,"Informational","PolicyViolation","Anomalous",131461487,97505575,25447,48422,5,FALSE,FALSE,129471573,26.27424,"Malicious"
"7142",179388,"Warning","PolicyViolation","Suspicious",111240669,95570571,27231,32483,7,TRUE,FALSE,181599424,34.31707,"Malicious"
"4361",111425,"Warning","Policy_Violation","Suspicious",161345989,90013600,29567,42922,7,FALSE,FALSE,107590249,31.72299,"Malicious"
"5659",143474,"Warning","PolicyViolation","Anomalous",134656437,84752961,19708,39685,4,FALSE,TRUE,148263864,NA,"Malicious"
"9848",246579,"Warning","PolicyViolation","Anomalous",152245475,91437871,24617,29147,5,FALSE,FALSE,103689499,41.41579,"Malicious"
"3030",77281,"Warning","PolicyViolation","Suspicious",174115634,90328129,26943,34991,5,FALSE,FALSE,168793998,30.94017,"Malicious"
"9616",240507,"Warning","Policy_Violation","Suspicious",194784439,64654193,25923,27419,5,TRUE,FALSE,143659493,36.96533,"Malicious"
"15960",397619,"Warning","PolicyViolation","Anomalous",128299835,114677922,26250,26977,5,TRUE,FALSE,170781294,33.02152,"Malicious"
"4506",114878,"Warning","PolicyViolation","Anomalous",159163670,76957017,23336,44891,5,TRUE,FALSE,134425891,24.92371,"Malicious"
"13491",337684,"Warning","PolicyViolation","Anomalous",173858600,87163381,23667,33974,4,FALSE,FALSE,156303927,NA,"Malicious"
"4628",117850,"Warning","PolicyViolation","Anomalous",102676146,100397433,21946,31923,5,TRUE,TRUE,127349249,23.95829,"Malicious"
"14863",370108,"Warning","Policy_Violation","Suspicious",154231367,90384256,28924,34332,7,TRUE,FALSE,136976457,19.86913,"Malicious"
"17053",426020,"Warning","PolicyViolation","Anomalous",88564521,132108936,26075,31175,5,TRUE,TRUE,122205699,35.24442,"Malicious"
"16389",409375,"Warning","PolicyViolation","Suspicious",145161235,101073561,27144,24760,5,FALSE,FALSE,158969227,NA,"Malicious"
"13077",327896,"Warning","Policy_Violation","Anomalous",140110086,95514876,24947,28675,5,FALSE,FALSE,178463627,NA,"Malicious"
"14836",369290,"Warning","NormalOperation","Suspicious",180212101,98074325,27907,35043,4,FALSE,FALSE,142361861,27.84159,"Malicious"
"11037",276570,"Alert","PolicyViolation","Anomalous",165225254,94581858,24865,28031,4,TRUE,FALSE,158272737,30.37199,"Malicious"
"21670",541627,"Warning","Policy_Violation","Critical",101273363,82254047,16170,40899,4,FALSE,TRUE,144084352,34.14422,"Malicious"
"10359",259441,"Warning","NormalOperation","Suspicious",165663758,97215522,30106,19969,6,FALSE,FALSE,137905489,NA,"Malicious"
"9610",240380,"Warning","PolicyViolation","Anomalous",114799503,96290817,22483,31833,5,FALSE,TRUE,137698543,28.86937,"Malicious"
"7794",195140,"Warning","Policy_Violation","Anomalous",128438473,89636367,24005,32330,6,FALSE,FALSE,92511693,30.93997,"Malicious"
"11150",279617,"Warning","Policy_Violation","Suspicious",186290428,100493552,30634,35177,5,TRUE,FALSE,171284815,31.22031,"Malicious"
"20791",519503,"Warning","PolicyViolation","Anomalous",166643519,54932865,18225,37692,4,FALSE,FALSE,136428804,26.53626,"Malicious"
"17016",425270,"Informational","PolicyViolation","Suspicious",128337934,134797992,33462,31661,6,TRUE,FALSE,162842929,33.91088,"Malicious"
"10068",252618,"Warning","Policy_Violation","Anomalous",146857437,111562230,25832,31388,4,TRUE,FALSE,117441646,38.82248,"Malicious"
"11127",278912,"Warning","PolicyViolation","Suspicious",102843006,123632092,31438,38105,7,FALSE,FALSE,175953889,43.5484,"Malicious"
"7969",199004,"Warning","PolicyViolation","Anomalous",131591893,83469965,23480,32660,6,TRUE,FALSE,144717034,35.36432,"Malicious"
"22113",553115,"Warning","PolicyViolation","Suspicious",117652849,102915981,28713,43621,7,FALSE,FALSE,175085065,27.77171,"Malicious"
"1560",39549,"Warning","PolicyViolation","Suspicious",137260918,98566043,29499,42428,7,TRUE,FALSE,150567768,17.8733,"Malicious"
"7431",186178,"Warning","PolicyViolation","Suspicious",139845585,100960426,28808,27037,6,TRUE,FALSE,168685544,29.78361,"Malicious"
"21248",530493,"Informational","Policy_Violation","Anomalous",139005609,100147210,25015,34062,5,TRUE,FALSE,95609275,31.39674,"Malicious"
"17313",432378,"Warning","Policy_Violation","Anomalous",99582252,95049444,24537,29733,7,TRUE,TRUE,179972578,31.76622,"Malicious"
"11822",296187,"Warning","Policy_Violation","Elevated",143193008,116736151,37291,31498,9,TRUE,FALSE,176108599,27.65607,"Malicious"
"2141",54213,"Warning","NormalOperation","Anomalous",125650753,90163368,24875,41865,6,FALSE,FALSE,124435633,NA,"Malicious"
"18708",467326,"Warning","PolicyViolation","Anomalous",142871386,69796132,20785,23838,5,TRUE,FALSE,96886793,29.70269,"Malicious"
"10821",271300,"Warning","Policy_Violation","Critical",98679712,108520493,20404,31278,4,TRUE,TRUE,120767208,36.13221,"Malicious"
"15325",381709,"Warning","PolicyViolation","Anomalous",119733320,68471659,18528,21201,5,TRUE,TRUE,125603140,31.5434,"Malicious"
"11650",292415,"Warning","PolicyViolation","Anomalous",96537563,129245886,29671,26554,6,FALSE,TRUE,206951910,25.34126,"Malicious"
"16713",417733,"Warning","Policy_Violation","Suspicious",157192923,103234362,27632,34660,5,TRUE,FALSE,121895626,27.30298,"Malicious"
"5224",132702,"Warning","PolicyViolation","Suspicious",147584341,98910918,31120,47198,7,FALSE,FALSE,141337076,23.85265,"Malicious"
"2357",59819,"Warning","PolicyViolation","Suspicious",178341620,87291796,26383,39647,5,TRUE,FALSE,170292771,22.50704,"Malicious"
"8410",209933,"Warning","ThreatDetected","Suspicious",203931779,74768104,26966,42748,5,TRUE,FALSE,178437188,33.95744,"Malicious"
"3342",84976,"Warning","ThreatDetected","Suspicious",141361482,95836724,29537,17080,7,FALSE,FALSE,146579422,32.98769,"Malicious"
"17046",425926,"Alert","ThreatDetected","Suspicious",169405995,84852497,29643,29911,7,TRUE,FALSE,137145422,26.88077,"Malicious"
"11247",282153,"Warning","PolicyViolation","Suspicious",160883551,117433070,32560,39331,6,FALSE,FALSE,179243557,NA,"Malicious"
"21126",527484,"Informational","Policy_Violation","Suspicious",148149792,101210684,27177,34913,5,FALSE,FALSE,189094707,25.27923,"Malicious"
"17503",436408,"Warning","Policy_Violation","Suspicious",181104703,97619679,30987,39934,6,FALSE,FALSE,122170106,40.23184,"Malicious"
"5992",151436,"Alert","PolicyViolation","Suspicious",110420194,109434874,28824,35086,7,FALSE,FALSE,157343036,32.81383,"Malicious"
"20398",509971,"Warning","Policy_Violation","Anomalous",78468358,148593867,30765,37557,6,FALSE,TRUE,134226585,NA,"Malicious"
"8636",216008,"Warning","PolicyViolation","Suspicious",158980348,81348193,24883,36794,5,TRUE,FALSE,149613443,34.72029,"Malicious"
"18471",461484,"Warning","Policy_Violation","Suspicious",149095165,87883881,28250,33768,7,FALSE,FALSE,86643740,23.2737,"Malicious"
"16328",407895,"Warning","PolicyViolation","Suspicious",155265735,92991866,26326,34445,5,TRUE,FALSE,192876065,37.37695,"Malicious"
"14333",357078,"Warning","Policy_Violation","Anomalous",142199238,75774126,23274,34312,6,TRUE,FALSE,179387675,38.2617,"Malicious"
"11388",286159,"Warning","PolicyViolation","Anomalous",146937812,90098005,24343,NA,5,FALSE,FALSE,169427454,27.0525,"Malicious"
"6604",166534,"Warning","PolicyViolation","Suspicious",162399043,101429034,29227,34416,6,FALSE,FALSE,159669091,NA,"Malicious"
"9458",236683,"Warning","PolicyViolation","Suspicious",170662685,60832466,24706,46704,6,TRUE,FALSE,187490727,NA,"Malicious"
"14940",372026,"Alert","PolicyViolation","Anomalous",135939957,87555893,23597,21433,5,FALSE,FALSE,163434439,40.63887,"Malicious"
"13801",345167,"Warning","Policy_Violation","Suspicious",129579312,95949416,28104,44818,7,TRUE,FALSE,113654467,35.31068,"Malicious"
"17625",439413,"Warning","PolicyViolation","Suspicious",123783683,101011142,27443,27528,6,TRUE,FALSE,213269870,27.41102,"Malicious"
"3779",96503,"Warning","PolicyViolation","Suspicious",124660645,111297113,28365,40520,6,FALSE,FALSE,140436705,29.98717,"Malicious"
"5910",149488,"Warning","PolicyViolation","Suspicious",144470887,90955230,27726,41837,6,FALSE,FALSE,132164648,36.07486,"Malicious"
"1168",29186,"Warning","PolicyViolation","Elevated",158957806,110596630,34655,41357,7,FALSE,FALSE,188461357,28.61501,"Malicious"
"16757",418787,"Warning","PolicyViolation","Anomalous",167372359,92041246,24159,28364,4,TRUE,FALSE,146136778,28.10076,"Malicious"
"12636",317546,"Alert","Policy_Violation","Suspicious",99806318,140067390,34859,41197,8,FALSE,FALSE,162116291,22.31348,"Malicious"
"15814",394077,"Warning","Policy_Violation","Elevated",191248132,84447845,30762,32457,6,FALSE,FALSE,201967776,NA,"Malicious"
"496",12576,"Warning","Policy_Violation","Suspicious",176386848,86508362,26884,27931,5,FALSE,FALSE,169596099,29.37753,"Malicious"
"9675",242191,"Warning","Policy_Violation","Anomalous",135581614,114585277,28331,39056,5,FALSE,FALSE,152038395,37.92437,"Malicious"
"3164",80602,"Alert","PolicyViolation","Suspicious",171466763,88800847,25618,26940,5,FALSE,FALSE,179056541,38.08912,"Malicious"
"5921",149736,"Warning","PolicyViolation","Suspicious",161706188,144791857,37681,24533,6,TRUE,FALSE,129423094,31.2909,"Malicious"
"11228",281788,"Warning","PolicyViolation","Anomalous",166011311,97708066,25640,33005,4,TRUE,FALSE,144018032,35.95588,"Malicious"
"7155",179625,"Informational","PolicyViolation","Anomalous",146271767,99589486,25943,19766,5,TRUE,FALSE,200203066,34.8905,"Malicious"
"4068",104371,"Warning","PolicyViolation","Suspicious",154724318,105610541,28807,35638,5,FALSE,FALSE,176993060,31.99485,"Malicious"
"12025",301720,"Warning","PolicyViolation","Suspicious",205623233,90120446,29454,41661,5,TRUE,FALSE,100359838,23.53742,"Malicious"
"15605",388653,"Warning","Policy_Violation","Anomalous",167119498,93386506,24982,22546,4,FALSE,FALSE,146977935,22.36544,"Malicious"
"18958",473807,"Warning","PolicyViolation","Suspicious",147709727,99082931,27132,41884,5,FALSE,FALSE,131930860,31.55175,"Malicious"
"2682",68425,"Warning","PolicyViolation","Suspicious",139719075,122448165,30627,24046,5,TRUE,FALSE,180262753,26.69513,"Malicious"
"8947",223810,"Warning","PolicyViolation","Anomalous",126974371,85051609,20387,16963,4,TRUE,TRUE,105499760,32.64492,"Malicious"
"4233",108677,"Warning","PolicyViolation","Suspicious",170912680,113737689,30171,33405,5,TRUE,FALSE,137803748,29.46062,"Malicious"
"17140",428069,"Warning","Policy_Violation","Suspicious",123528221,112813963,28763,31307,6,FALSE,FALSE,136460082,28.89497,"Malicious"
"6026",152172,"Informational","PolicyViolation","Anomalous",137576016,107768323,27374,29047,5,TRUE,FALSE,196704452,31.10424,"Malicious"
"16452",411005,"Warning","PolicyViolation","Anomalous",116929954,131065693,29695,45173,5,TRUE,FALSE,151161014,35.22094,"Malicious"
"18090",451886,"Warning","PolicyViolation","Suspicious",171903772,89438510,30062,26378,7,TRUE,FALSE,194729058,25.13232,"Malicious"
"13631",340652,"Warning","PolicyViolation","Suspicious",136690968,108676196,30835,32946,7,TRUE,FALSE,108906332,33.05602,"Malicious"
"4329",110493,"Warning","Policy_Violation","Anomalous",102064408,136629206,31126,33775,6,TRUE,TRUE,133145478,30.8352,"Malicious"
"20783",519278,"Warning","NormalOperation","Suspicious",152840431,113636602,31058,NA,6,TRUE,FALSE,147620673,21.86029,"Malicious"
"10091",253068,"Warning","PolicyViolation","Suspicious",160504239,88103608,25750,34767,5,FALSE,FALSE,109257776,39.81615,"Malicious"
"15795",393471,"Warning","PolicyViolation","Suspicious",134277970,111995298,29039,35101,6,FALSE,FALSE,189376716,27.53606,"Malicious"
"17102",427107,"Alert","PolicyViolation","Anomalous",176903961,59033551,21243,28647,5,TRUE,FALSE,140806969,35.21283,"Malicious"
"15850",395111,"Warning","Policy_Violation","Suspicious",170058690,106491201,31883,23589,6,FALSE,FALSE,155863403,33.99822,"Malicious"
"20395",509896,"Informational","ThreatDetected","Suspicious",117298141,119609736,34044,45094,8,TRUE,FALSE,148684136,21.83618,"Malicious"
"19711",493468,"Warning","PolicyViolation","Suspicious",190598930,87901358,28888,35031,5,TRUE,FALSE,140191479,30.24423,"Malicious"
"4344",110887,"Warning","Policy_Violation","Anomalous",157328181,90198456,23952,22943,4,FALSE,FALSE,166491471,24.39834,"Malicious"
"11725",293952,"Warning","ThreatDetected","Anomalous",163769131,103071905,26604,25758,4,FALSE,FALSE,158502234,24.62467,"Malicious"
"15515",386273,"Warning","Policy_Violation","Suspicious",122654862,104000901,28142,16462,7,TRUE,FALSE,149254723,36.10762,"Malicious"
"19817",495633,"Warning","PolicyViolation","Suspicious",150665875,96626344,27427,26861,6,TRUE,FALSE,191632042,19.46021,"Malicious"
"3993",102259,"Warning","Policy_Violation","Anomalous",123812766,117068042,27660,30555,5,FALSE,FALSE,157620434,26.53421,"Malicious"
"18265",456222,"Warning","PolicyViolation","Suspicious",191191098,112941002,31694,24042,4,TRUE,FALSE,164397146,34.85354,"Malicious"
"6084",153378,"Warning","PolicyViolation","Anomalous",105711215,122849239,28942,32985,6,TRUE,TRUE,96806294,24.92876,"Malicious"
"12678",318317,"Warning","PolicyViolation","Suspicious",173690724,76430883,26548,43665,6,TRUE,FALSE,185437141,26.88581,"Malicious"
"22155",554148,"Warning","PolicyViolation","Suspicious",132127564,84565896,26436,29882,7,TRUE,FALSE,94148248,15.67114,"Malicious"
"9557",239115,"Warning","PolicyViolation","Suspicious",141024824,101651794,27884,NA,6,TRUE,FALSE,143107672,22.47278,"Malicious"
"8500",212070,"Warning","PolicyViolation","Anomalous",115365157,98771413,20772,36697,4,FALSE,TRUE,135454064,31.95009,"Malicious"
"17981",448836,"Warning","PolicyViolation","Suspicious",194462695,75506650,26695,29015,5,FALSE,FALSE,134913132,27.26068,"Malicious"
"22314",557645,"Warning","Policy_Violation","Suspicious",184111847,72530237,23880,31062,4,TRUE,FALSE,162397481,29.19401,"Malicious"
"21352",533334,"Warning","NormalOperation","Anomalous",110489320,91773666,24602,40034,6,TRUE,FALSE,75701897,28.51999,"Malicious"
"21278",531252,"Alert","PolicyViolation","Suspicious",123397353,119694809,29212,20787,6,FALSE,FALSE,183135712,32.27725,"Malicious"
"786",20082,"Warning","NormalOperation","Anomalous",103184672,106293933,26282,30365,6,FALSE,TRUE,167972989,30.65682,"Malicious"
"4604",117305,"Warning","Policy_Violation","Suspicious",108091093,96386030,27169,41925,7,TRUE,FALSE,116685913,28.28696,"Malicious"
"8403",209881,"Warning","PolicyViolation","Suspicious",159776895,89305035,28831,19831,6,FALSE,FALSE,193387567,35.70187,"Malicious"
"7287",182693,"Warning","Policy_Violation","Anomalous",138177877,99133795,23412,30638,4,TRUE,FALSE,110282935,24.56574,"Malicious"
"16110",401470,"Warning","PolicyViolation","Anomalous",124545943,108852989,24623,31136,5,TRUE,FALSE,178442673,33.53059,"Malicious"
"18307",457064,"Warning","PolicyViolation","Suspicious",161447253,103953048,28872,26815,5,TRUE,FALSE,120717166,38.99926,"Malicious"
"18322",457500,"Warning","PolicyViolation","Suspicious",209937036,87090883,27542,34061,4,TRUE,FALSE,115848320,34.82522,"Malicious"
"3294",83839,"Warning","Policy_Violation","Suspicious",190033311,70710043,23239,30600,4,TRUE,FALSE,140576063,28.44082,"Malicious"
"1138",28467,"Warning","Policy_Violation","Suspicious",116632628,110185652,28562,33600,6,TRUE,FALSE,155451743,NA,"Malicious"
"14902",371052,"Warning","Policy_Violation","Anomalous",131613562,92322201,24601,21361,5,TRUE,FALSE,162396122,24.28522,"Malicious"
"1315",33079,"Warning","Policy_Violation","Suspicious",167373421,122347975,31961,33302,5,FALSE,FALSE,188449767,26.48567,"Malicious"
"4427",113037,"Warning","Policy_Violation","Elevated",189071767,126890018,37477,33626,6,TRUE,FALSE,125806885,33.33269,"Malicious"
"21145",527996,"Warning","Policy_Violation","Suspicious",173739555,99650109,28708,41682,5,FALSE,FALSE,141204559,31.65668,"Malicious"
"13264",332308,"Informational","PolicyViolation","Anomalous",133765009,119308833,27414,17513,5,TRUE,FALSE,120940634,36.31553,"Malicious"
"14717",365977,"Warning","PolicyViolation","Suspicious",144199884,106288644,28960,35188,6,FALSE,FALSE,158214778,25.99729,"Malicious"
"9296",232831,"Warning","PolicyViolation","Anomalous",134211901,81787888,21953,27246,5,FALSE,FALSE,214850212,NA,"Malicious"
"14119",352390,"Warning","Policy_Violation","Suspicious",181365159,83920694,24335,41259,4,TRUE,FALSE,147750427,27.04483,"Malicious"
"18647",465870,"Warning","Policy_Violation","Elevated",220601453,107739990,35732,36768,6,TRUE,FALSE,155012473,31.28046,"Malicious"
"14647",364291,"Warning","NormalOperation","Anomalous",136563770,92954760,23511,33441,5,FALSE,FALSE,102284604,NA,"Malicious"
"7632",190944,"Informational","PolicyViolation","Suspicious",162509589,111059033,30358,24327,5,TRUE,FALSE,183511048,20.58945,"Malicious"
"10503",262842,"Warning","PolicyViolation","Anomalous",140398041,76733687,23343,29897,6,TRUE,FALSE,209521617,26.30942,"Malicious"
"13742",343287,"Warning","PolicyViolation","Suspicious",159001920,82092066,25361,27598,5,FALSE,FALSE,148075244,30.77369,"Malicious"
"20987",524102,"Warning","NormalOperation","Suspicious",140502687,91056774,25065,28453,5,TRUE,FALSE,180608183,30.30169,"Malicious"
"13535",338666,"Warning","Policy_Violation","Anomalous",144844863,74039005,22431,37533,5,FALSE,FALSE,137667669,35.70567,"Malicious"
"15278",380783,"Warning","Policy_Violation","Suspicious",198758054,96069153,28570,37828,4,FALSE,FALSE,128841776,28.53325,"Malicious"
"2526",63957,"Warning","PolicyViolation","Anomalous",138570634,133507127,29038,35330,4,FALSE,FALSE,175477625,28.4835,"Malicious"
"8017",200063,"Warning","PolicyViolation","Anomalous",172576715,76766430,22248,37527,4,FALSE,FALSE,161316328,43.61359,"Malicious"
"13775",344231,"Informational","PolicyViolation","Suspicious",153106065,75459019,25595,33728,6,TRUE,FALSE,187019985,27.84696,"Malicious"
"5040",128445,"Warning","Policy_Violation","Anomalous",128706319,101812940,24477,35775,5,FALSE,FALSE,175398684,NA,"Malicious"
"11688",293016,"Warning","PolicyViolation","Anomalous",94667995,95620170,22474,34586,6,TRUE,TRUE,133100814,32.24969,"Malicious"
"8922",223332,"Warning","PolicyViolation","Suspicious",176451826,99779336,29821,29731,5,FALSE,FALSE,203541745,19.42842,"Malicious"
"18060",450894,"Warning","PolicyViolation","Suspicious",161330330,92627264,26365,44996,5,TRUE,FALSE,148735827,38.27783,"Malicious"
"3549",90176,"Warning","Policy_Violation","Anomalous",83587601,106619726,24486,NA,6,TRUE,TRUE,205756144,26.05557,"Malicious"
"22504",563209,"Informational","Policy_Violation","Anomalous",170665890,65827145,19543,31961,4,TRUE,FALSE,122223917,31.62806,"Malicious"
"7292",182884,"Warning","Policy_Violation","Suspicious",195249164,114855166,31950,35922,4,TRUE,FALSE,176070004,33.68274,"Malicious"
"16825",420339,"Warning","PolicyViolation","Suspicious",165091367,70407536,24572,31020,6,TRUE,FALSE,202100974,30.00622,"Malicious"
"9336",233698,"Warning","PolicyViolation","Anomalous",151053522,68536664,20840,36232,5,TRUE,FALSE,136222346,24.40209,"Malicious"
"71",1856,"Alert","PolicyViolation","Anomalous",152278560,84968597,20892,23189,4,TRUE,FALSE,136830254,17.26876,"Malicious"
"3232",82501,"Warning","PolicyViolation","Anomalous",87211643,121128040,26180,34317,6,TRUE,TRUE,132065792,NA,"Malicious"
"2385",60678,"Warning","PolicyViolation","Anomalous",118704315,115050089,28052,NA,6,TRUE,FALSE,108661088,33.6743,"Malicious"
"5339",135519,"Warning","PolicyViolation","Anomalous",147989189,104678345,26581,41082,5,TRUE,FALSE,179064924,31.2925,"Malicious"
"16032",399361,"Warning","PolicyViolation","Suspicious",180793963,105310670,30743,35854,5,TRUE,FALSE,95344378,27.59094,"Malicious"
"14287",356100,"Warning","Policy_Violation","Suspicious",166452176,100255694,30702,24647,6,FALSE,FALSE,207893130,41.0956,"Malicious"
"20381",509464,"Warning","PolicyViolation","Suspicious",149695953,78863971,27941,31558,7,TRUE,FALSE,144991697,30.19843,"Malicious"
"14097",352033,"Warning","NormalOperation","Anomalous",127823816,69834912,21091,NA,6,TRUE,FALSE,163899634,25.6472,"Malicious"
"7689",192229,"Warning","Policy_Violation","Anomalous",121422849,118318393,24563,35090,4,FALSE,TRUE,152182557,21.62107,"Malicious"
"9435",236104,"Warning","PolicyViolation","Elevated",127245220,210857577,46216,32338,6,FALSE,FALSE,169113795,35.51502,"Malicious"
"7263",182140,"Informational","PolicyViolation","Anomalous",143415546,104145049,26298,26992,5,TRUE,FALSE,162112511,37.29953,"Malicious"
"14087",351753,"Alert","PolicyViolation","Critical",80054165,103550205,19518,24523,4,FALSE,TRUE,143890454,32.61772,"Malicious"
"6922",174086,"Warning","PolicyViolation","Suspicious",169513807,84661164,24510,33947,4,TRUE,FALSE,170924623,NA,"Malicious"
"801",20438,"Informational","PolicyViolation","Anomalous",100412420,100839742,22500,27024,5,FALSE,TRUE,127896752,41.6017,"Malicious"
"9291",232771,"Warning","Policy_Violation","Anomalous",180137378,77124058,22987,36946,4,TRUE,FALSE,203329400,40.85893,"Malicious"
"13596",339987,"Warning","Policy_Violation","Suspicious",227074079,74133190,27242,30596,4,TRUE,FALSE,213421700,27.86609,"Malicious"
"15358",382631,"Alert","PolicyViolation","Anomalous",204234607,70069660,21069,30981,2,TRUE,FALSE,148753473,34.33082,"Malicious"
"15243",379984,"Warning","PolicyViolation","Anomalous",99644119,118418990,25957,32457,5,FALSE,TRUE,162367628,25.34408,"Malicious"
